plate0_location, wineglass0_location, cutleryfork0_location, fridge_state, dishwasher_state, tv_state, Act_A, LocA_A, Act_B, LocA_B, Close_B
INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_kitchencabinet, CLOSED, CLOSED, OFF, walktowards_dishwasher152, kitchen, walktowards_kitchen50, bedroom, None
INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_kitchencabinet, CLOSED, CLOSED, OFF, walktowards_dishwasher152, kitchen, walktowards_kitchen50, bedroom, bookfridge
INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_kitchencabinet, CLOSED, CLOSED, OFF, open_dishwasher152, kitchen, walktowards_kitchencabinet133, kitchen, bookbookfridge
INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_kitchencabinet, CLOSED, OPEN, OFF, grab_wineglass333, kitchen, walktowards_kitchencabinet133, kitchen, fridge
INSIDE_bedroom_INSIDE_cabinet, in_agentHandsA, INSIDE_kitchen_INSIDE_kitchencabinet, CLOSED, OPEN, OFF, close_dishwasher152, kitchen, walktowards_kitchencabinet133, kitchen, appleappleappleappleappleappleappleapplefridgekitchentable
INSIDE_bedroom_INSIDE_cabinet, in_agentHandsA, INSIDE_kitchen_INSIDE_kitchencabinet, CLOSED, CLOSED, OFF, walktowards_kitchentable123, kitchen, walktowards_kitchencabinet133, kitchen, appleappleappleappleappleappleappleappleappleappleapplekitchentable
INSIDE_bedroom_INSIDE_cabinet, in_agentHandsA, INSIDE_kitchen_INSIDE_kitchencabinet, CLOSED, CLOSED, OFF, walktowards_kitchentable123, kitchen, open_kitchencabinet133, kitchen, appleappleappleappleappleapplecutleryforkkitchencabinetwineglass
INSIDE_bedroom_INSIDE_cabinet, in_agentHandsA, INSIDE_kitchen_INSIDE_kitchencabinet, CLOSED, CLOSED, OFF, putback_wineglass_kitchentable, kitchen, grab_cutleryfork334, kitchen, coffeepotcutleryforkdishwasherkitchencabinetwaterglass
INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_ON_kitchentable, in_agentHandsB, CLOSED, CLOSED, OFF, null, kitchen, close_kitchencabinet133, kitchen, coffeepotcutleryforkdishwasherkitchencabinetwaterglass
INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_ON_kitchentable, in_agentHandsB, CLOSED, CLOSED, OFF, null, kitchen, walktowards_kitchentable123, kitchen, coffeepotcutleryforkdishwasherkitchencabinetwaterglass
INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_ON_kitchentable, in_agentHandsB, CLOSED, CLOSED, OFF, walktowards_bedroom185, kitchen, walktowards_kitchentable123, kitchen, cutleryforkdishwasherkitchencabinetwaterglass
INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_ON_kitchentable, in_agentHandsB, CLOSED, CLOSED, OFF, null, kitchen, putback_cutleryfork_kitchentable, kitchen, appleappleappleappleappleappleappleappleappleappleapplecutleryforkkitchentablewineglass
INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_bedroom185, kitchen, walktowards_bedroom185, kitchen, appleappleappleappleappleappleappleappleappleappleapplecutleryforkkitchentablewineglass
INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_bedroom185, kitchen, walktowards_bedroom185, kitchen, appleappleappleappleappleappleappleappleappleappleapplecutleryforkkitchentable
INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_bedroom185, kitchen, walktowards_bedroom185, kitchen, fridge
INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_bedroom185, kitchen, walktowards_bedroom185, kitchen, bookfridge
INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_bedroom185, kitchen, walktowards_cabinet222, bedroom, bookbookfridge
INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_bedroom185, kitchen, walktowards_cabinet222, bedroom, bookbook
INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_cabinet222, bedroom, open_cabinet222, bedroom, bookbookcabinetplatewaterglass
INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_cabinet222, bedroom, open_cabinet222, bedroom, bookbookcabinetplatewaterglass
INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_plate335, bedroom, grab_plate335, bedroom, bookbookcabinetplatewaterglass
in_agentHandsB, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, null, bedroom, close_cabinet222, bedroom, bookbookcabinetplatewaterglass
