cupcake0_location, wine0_location, pudding0_location, apple0_location, fridge_state, dishwasher_state, tv_state, Act_A, LocA_A, Act_B, LocA_B, Close_B
INSIDE_kitchen_ON_kitchentable, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, CLOSED, OFF, walktowards_kitchen50, bedroom, walktowards_bedroom185, bathroom, None
INSIDE_kitchen_ON_kitchentable, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, CLOSED, OFF, walktowards_kitchen50, bedroom, walktowards_bedroom185, bathroom, None
INSIDE_kitchen_ON_kitchentable, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, CLOSED, OFF, walktowards_kitchen50, bedroom, walktowards_kitchen50, bathroom, plate
INSIDE_kitchen_ON_kitchentable, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, CLOSED, OFF, walktowards_pudding334, kitchen, walktowards_cupcake332, kitchen, bookbookplateplate
INSIDE_kitchen_ON_kitchentable, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, CLOSED, OFF, walktowards_pudding334, kitchen, walktowards_cupcake332, kitchen, bookplateplateplate
INSIDE_kitchen_ON_kitchentable, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, CLOSED, OFF, walktowards_bedroom185, kitchen, walktowards_bedroom185, kitchen, bookbookcupcakekitchentableplatepudding
INSIDE_kitchen_ON_kitchentable, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, CLOSED, OFF, walktowards_bedroom185, kitchen, grab_pudding334, kitchen, cupcakekitchentableplateplatepudding
INSIDE_kitchen_ON_kitchentable, INSIDE_bedroom_ON_coffeetable, in_agentHandsB, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, CLOSED, OFF, walktowards_bedroom185, kitchen, walktowards_fridge149, kitchen, bookcupcakekitchentableplatepudding
INSIDE_kitchen_ON_kitchentable, INSIDE_bedroom_ON_coffeetable, in_agentHandsB, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, CLOSED, OFF, walktowards_wine336, bedroom, walktowards_fridge149, kitchen, bookcupcakekitchentableplatepudding
INSIDE_kitchen_ON_kitchentable, INSIDE_bedroom_ON_coffeetable, in_agentHandsB, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, CLOSED, OFF, walktowards_wine336, bedroom, walktowards_fridge149, kitchen, cupcakekitchentableplatepudding
INSIDE_kitchen_ON_kitchentable, INSIDE_bedroom_ON_coffeetable, in_agentHandsB, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, CLOSED, OFF, walktowards_wine336, bedroom, open_fridge149, kitchen, cupcakefridgekitchentableplatepudding
INSIDE_kitchen_ON_kitchentable, INSIDE_bedroom_ON_coffeetable, in_agentHandsB, INSIDE_kitchen_INSIDE_dishwasher, OPEN, CLOSED, OFF, grab_wine336, bedroom, putin_pudding_fridge, kitchen, fridgekitchentablepudding
INSIDE_kitchen_ON_kitchentable, in_agentHandsA, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_dishwasher, OPEN, CLOSED, OFF, walktowards_kitchen50, bedroom, walktowards_cupcake332, kitchen, fridgekitchentablepudding
INSIDE_kitchen_ON_kitchentable, in_agentHandsA, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_dishwasher, OPEN, CLOSED, OFF, walktowards_kitchen50, bedroom, walktowards_dishwasher152, kitchen, cupcakefridgekitchentableplatepudding
INSIDE_kitchen_ON_kitchentable, in_agentHandsA, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_dishwasher, OPEN, CLOSED, OFF, walktowards_kitchen50, bedroom, walktowards_dishwasher152, kitchen, cupcakekitchentableplatepudding
INSIDE_kitchen_ON_kitchentable, in_agentHandsA, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_dishwasher, OPEN, CLOSED, OFF, walktowards_kitchen50, bedroom, walktowards_dishwasher152, kitchen, cupcakekitchentableplate
INSIDE_kitchen_ON_kitchentable, in_agentHandsA, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_dishwasher, OPEN, CLOSED, OFF, walktowards_kitchen50, bedroom, walktowards_dishwasher152, kitchen, kitchencabinetkitchentable
INSIDE_kitchen_ON_kitchentable, in_agentHandsA, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_dishwasher, OPEN, CLOSED, OFF, walktowards_kitchen50, bedroom, open_dishwasher152, kitchen, applecoffeepotdishwasherkitchencabinetplatepoundcake
INSIDE_kitchen_ON_kitchentable, in_agentHandsA, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_dishwasher, OPEN, OPEN, OFF, putin_wine_fridge, kitchen, grab_apple335, kitchen, applecoffeepotdishwasherkitchencabinetplatepoundcake
INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, in_agentHandsB, OPEN, OPEN, OFF, walktowards_cupcake332, kitchen, close_dishwasher152, kitchen, applecoffeepotdishwasherkitchencabinetplatepoundcake
INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, in_agentHandsB, OPEN, CLOSED, OFF, null, kitchen, walktowards_fridge149, kitchen, applecoffeepotdishwasherkitchencabinetplatepoundcake
INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, in_agentHandsB, OPEN, CLOSED, OFF, null, kitchen, walktowards_fridge149, kitchen, appledishwasherkitchencabinetplatepoundcake
INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, in_agentHandsB, OPEN, CLOSED, OFF, null, kitchen, walktowards_fridge149, kitchen, applekitchencabinetkitchentable
INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, in_agentHandsB, OPEN, CLOSED, OFF, null, kitchen, walktowards_fridge149, kitchen, applecupcakekitchentableplate
INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, in_agentHandsB, OPEN, CLOSED, OFF, null, kitchen, putin_apple_fridge, kitchen, applefridgekitchentableplatepuddingwine
