cupcake0_location, juice0_location, pancake0_location, poundcake0_location, fridge_state, dishwasher_state, tv_state, Act_A, LocA_A, Act_B, LocA_B, Close_B
INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, CLOSED, OFF, walktowards_bedroom185, kitchen, walktowards_kitchen50, livingroom, None
INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, CLOSED, OFF, walktowards_bedroom185, kitchen, walktowards_kitchen50, livingroom, None
INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, CLOSED, OFF, walktowards_bedroom185, kitchen, walktowards_kitchen50, livingroom, None
INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, CLOSED, OFF, walktowards_bedroom185, kitchen, walktowards_kitchen50, livingroom, None
INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, CLOSED, OFF, walktowards_bedroom185, kitchen, walktowards_kitchen50, livingroom, None
INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, CLOSED, OFF, walktowards_kitchen50, bedroom, walktowards_kitchencabinet133, kitchen, None
INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, CLOSED, OFF, walktowards_kitchencabinet133, kitchen, walktowards_bedroom185, kitchen, None
INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, CLOSED, OFF, walktowards_kitchencabinet133, kitchen, walktowards_bedroom185, kitchen, kitchentable
INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, CLOSED, OFF, walktowards_kitchencabinet133, kitchen, walktowards_bedroom185, kitchen, kitchentable
INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, CLOSED, OFF, walktowards_kitchencabinet133, kitchen, walktowards_bedroom185, kitchen, kitchentable
