waterglass0_location, wineglass0_location, fridge_state, dishwasher_state, tv_state, Act_A, LocA_A, Act_B, LocA_B, Close_B
INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_kitchencabinet, CLOSED, CLOSED, OFF, walktowards_kitchencabinet133, kitchen, walktowards_kitchen50, livingroom, None
INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_kitchencabinet, CLOSED, CLOSED, OFF, walktowards_kitchencabinet133, kitchen, walktowards_kitchen50, livingroom, None
INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_kitchencabinet, CLOSED, CLOSED, OFF, walktowards_kitchencabinet133, kitchen, walktowards_kitchen50, livingroom, None
INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_kitchencabinet, CLOSED, CLOSED, OFF, walktowards_kitchencabinet133, kitchen, walktowards_kitchen50, livingroom, None
INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_kitchencabinet, CLOSED, CLOSED, OFF, open_kitchencabinet133, kitchen, walktowards_kitchencabinet133, kitchen, None
INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_kitchencabinet, CLOSED, CLOSED, OFF, grab_waterglass333, kitchen, walktowards_wineglass334, kitchen, None
in_agentHandsA, INSIDE_kitchen_INSIDE_kitchencabinet, CLOSED, CLOSED, OFF, close_kitchencabinet133, kitchen, walktowards_wineglass334, kitchen, None
in_agentHandsA, INSIDE_kitchen_INSIDE_kitchencabinet, CLOSED, CLOSED, OFF, walktowards_kitchentable123, kitchen, walktowards_kitchencabinet133, kitchen, None
in_agentHandsA, INSIDE_kitchen_INSIDE_kitchencabinet, CLOSED, CLOSED, OFF, walktowards_kitchentable123, kitchen, walktowards_kitchencabinet133, kitchen, kitchentablewaterglass
in_agentHandsA, INSIDE_kitchen_INSIDE_kitchencabinet, CLOSED, CLOSED, OFF, putback_waterglass_kitchentable, kitchen, walktowards_kitchencabinet133, kitchen, kitchentablewaterglass
INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_INSIDE_kitchencabinet, CLOSED, CLOSED, OFF, walktowards_kitchencabinet133, kitchen, open_kitchencabinet133, kitchen, coffeepotdishwasherkitchencabinetplatewineglass
INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_INSIDE_kitchencabinet, CLOSED, CLOSED, OFF, walktowards_kitchencabinet133, kitchen, open_kitchencabinet133, kitchen, coffeepotdishwasherkitchencabinetplatewineglass
INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_INSIDE_kitchencabinet, CLOSED, CLOSED, OFF, walktowards_wineglass334, kitchen, grab_wineglass334, kitchen, coffeepotdishwasherkitchencabinetplatewineglass
INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_INSIDE_kitchencabinet, CLOSED, CLOSED, OFF, grab_wineglass334, kitchen, grab_wineglass334, kitchen, coffeepotdishwasherkitchencabinetplatewineglass
INSIDE_kitchen_ON_kitchentable, in_agentHandsA, CLOSED, CLOSED, OFF, walktowards_kitchentable123, kitchen, null, kitchen, coffeepotdishwasherkitchencabinetplate
INSIDE_kitchen_ON_kitchentable, in_agentHandsA, CLOSED, CLOSED, OFF, walktowards_kitchentable123, kitchen, null, kitchen, coffeepotdishwasherkitchencabinetplate
INSIDE_kitchen_ON_kitchentable, in_agentHandsA, CLOSED, CLOSED, OFF, putback_wineglass_kitchentable, kitchen, null, kitchen, coffeepotdishwasherkitchencabinetplate
INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, null, kitchen, null, kitchen, coffeepotdishwasherkitchencabinetplate
