wineglass0_location, cutleryfork0_location, fridge_state, dishwasher_state, tv_state, Act_A, LocA_A, Act_B, LocA_B, Close_B
INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_kitchen50, livingroom, walktowards_kitchen50, bedroom, appleapplebookcoffeetable
INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_kitchen50, livingroom, walktowards_kitchen50, bedroom, bookcoffeetable
INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_kitchen50, livingroom, walktowards_kitchen50, bedroom, None
INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_kitchen50, livingroom, walktowards_kitchen50, bedroom, book
INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_kitchen50, livingroom, walktowards_kitchen50, bedroom, bookbookfridge
INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_wineglass333, kitchen, walktowards_cutleryfork334, kitchen, bookfridge
INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_wineglass333, kitchen, walktowards_cutleryfork334, kitchen, bookbookfridge
INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, grab_wineglass333, kitchen, grab_wineglass333, kitchen, appleappleappleappleappleappleappleappleappleappleapplecutleryforkkitchentablepoundcakewineglass
in_agentHandsB, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, null, kitchen, walktowards_dishwasher152, kitchen, appleappleappleappleappleappleappleappleappleappleapplecutleryforkkitchentablepoundcakewineglass
in_agentHandsB, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, grab_cutleryfork334, kitchen, walktowards_dishwasher152, kitchen, appleappleappleappleappleappleappleappleappleappleapplecutleryforkkitchentablepoundcakewineglass
in_agentHandsB, in_agentHandsA, CLOSED, CLOSED, OFF, walktowards_dishwasher152, kitchen, walktowards_dishwasher152, kitchen, appleappleappleappleappleappleappleappleappleappleapplekitchentablepoundcakewineglass
in_agentHandsB, in_agentHandsA, CLOSED, CLOSED, OFF, walktowards_dishwasher152, kitchen, walktowards_dishwasher152, kitchen, appleappleappleappleappleappleappleappleappleappleapplekitchencabinetkitchentableplatewineglass
in_agentHandsB, in_agentHandsA, CLOSED, CLOSED, OFF, walktowards_dishwasher152, kitchen, open_dishwasher152, kitchen, cutleryforkdishwasherkitchencabinetplatewineglass
in_agentHandsB, in_agentHandsA, CLOSED, CLOSED, OFF, walktowards_dishwasher152, kitchen, open_dishwasher152, kitchen, cutleryforkdishwasherkitchencabinetplatewineglass
in_agentHandsB, in_agentHandsA, CLOSED, CLOSED, OFF, open_dishwasher152, kitchen, open_dishwasher152, kitchen, cutleryforkdishwasherkitchencabinetplatewineglass
in_agentHandsB, in_agentHandsA, CLOSED, OPEN, OFF, putin_cutleryfork_dishwasher, kitchen, putin_wineglass_dishwasher, kitchen, coffeepotcutleryforkdishwasherkitchencabinetplatewineglass
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, OPEN, OFF, null, kitchen, null, kitchen, coffeepotcutleryforkdishwasherkitchencabinetplatewineglass
