plate0_location, wineglass0_location, cutleryfork0_location, fridge_state, dishwasher_state, tv_state, Act_A, LocA_A, Act_B, LocA_B, Close_B
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_bedroom185, bathroom, walktowards_kitchen50, livingroom, None
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_bedroom185, bathroom, walktowards_cutleryfork332, kitchen, None
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_bedroom185, bathroom, walktowards_cutleryfork332, kitchen, None
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_bedroom185, bathroom, walktowards_cutleryfork332, kitchen, kitchentable
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_cutleryfork332, kitchen, grab_cutleryfork332, kitchen, appleappleappleappleappleappleappleappleappleappleapplebookbookcutleryforkkitchentablepoundcake
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_ON_coffeetable, in_agentHandsB, CLOSED, CLOSED, OFF, null, kitchen, walktowards_dishwasher152, kitchen, appleappleappleappleappleappleappleappleappleappleapplecutleryforkkitchentablepoundcake
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_ON_coffeetable, in_agentHandsB, CLOSED, CLOSED, OFF, null, kitchen, walktowards_dishwasher152, kitchen, appleappleappleappleappleappleappleappleappleappleapplecutleryforkkitchentablepoundcake
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_ON_coffeetable, in_agentHandsB, CLOSED, CLOSED, OFF, null, kitchen, walktowards_dishwasher152, kitchen, appleappleappleappleappleappleappleappleappleappleapplecutleryforkkitchentablepoundcake
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_ON_coffeetable, in_agentHandsB, CLOSED, CLOSED, OFF, null, kitchen, open_dishwasher152, kitchen, cutleryforkdishwasherkitchencabinet
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_ON_coffeetable, in_agentHandsB, CLOSED, OPEN, OFF, null, kitchen, putin_cutleryfork_dishwasher, kitchen, coffeepotcutleryforkdishwasherkitchencabinet
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, OPEN, OFF, walktowards_bedroom185, kitchen, walktowards_bedroom185, kitchen, coffeepotcutleryforkdishwasherkitchencabinet
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, OPEN, OFF, walktowards_bedroom185, kitchen, walktowards_bedroom185, kitchen, cutleryforkdishwasherkitchencabinet
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, OPEN, OFF, walktowards_bedroom185, kitchen, walktowards_bedroom185, kitchen, appleappleappleappleappleappleappleappleappleappleapplekitchencabinetkitchentable
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, OPEN, OFF, walktowards_bedroom185, kitchen, walktowards_bedroom185, kitchen, appleappleappleappleappleappleappleappleappleappleapplekitchentablepoundcake
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, OPEN, OFF, walktowards_cabinet222, bedroom, walktowards_bedroom185, kitchen, appleappleappleappleappleappleappleappleappleappleapplefridgekitchentablepoundcake
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, OPEN, OFF, walktowards_cabinet222, bedroom, walktowards_bedroom185, kitchen, fridge
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, OPEN, OFF, open_cabinet222, bedroom, walktowards_bedroom185, kitchen, bookbookfridge
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, OPEN, OFF, grab_plate333, bedroom, walktowards_plate333, bedroom, bookbookfridge
in_agentHandsA, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, OPEN, OFF, close_cabinet222, bedroom, null, bedroom, bookbookfridge
in_agentHandsA, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, OPEN, OFF, walktowards_kitchen50, bedroom, walktowards_wineglass335, bedroom, bookbookfridge
in_agentHandsA, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, OPEN, OFF, walktowards_kitchen50, bedroom, walktowards_wineglass335, bedroom, bookplate
in_agentHandsA, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, OPEN, OFF, walktowards_kitchen50, bedroom, null, bedroom, plate
in_agentHandsA, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, OPEN, OFF, walktowards_dishwasher152, kitchen, null, bedroom, plate
in_agentHandsA, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, OPEN, OFF, walktowards_dishwasher152, kitchen, null, bedroom, plate
in_agentHandsA, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, OPEN, OFF, walktowards_dishwasher152, kitchen, walktowards_wineglass335, bedroom, plate
in_agentHandsA, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, OPEN, OFF, walktowards_dishwasher152, kitchen, null, bedroom, bookcoffeetablewaterglasswineglass
in_agentHandsA, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, OPEN, OFF, walktowards_dishwasher152, kitchen, null, bedroom, bookcoffeetablewaterglasswineglass
in_agentHandsA, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, OPEN, OFF, walktowards_dishwasher152, kitchen, null, bedroom, bookcoffeetablewaterglasswineglass
in_agentHandsA, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, OPEN, OFF, putin_plate_dishwasher, kitchen, null, bedroom, bookcoffeetablewaterglasswineglass
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, OPEN, OFF, walktowards_bedroom185, kitchen, grab_wineglass335, bedroom, bookcoffeetablewaterglasswineglass
