cupcake0_location, juice0_location, wine0_location, pudding0_location, apple0_location, book0_location, fridge_state, dishwasher_state, tv_state, Act_A, LocA_A, Act_B, LocA_B, Close_B
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_ON_kitchentable, INSIDE_bedroom_INSIDE_cabinet, CLOSED, CLOSED, OFF, walktowards_kitchen50, livingroom, walktowards_kitchencabinet133, kitchen, kitchentable
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_ON_kitchentable, INSIDE_bedroom_INSIDE_cabinet, CLOSED, CLOSED, OFF, walktowards_kitchen50, livingroom, open_dishwasher152, kitchen, coffeepotcupcakedishwasherjuicekitchencabinetplatepudding
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_ON_kitchentable, INSIDE_bedroom_INSIDE_cabinet, CLOSED, OPEN, OFF, walktowards_kitchen50, livingroom, open_kitchencabinet133, kitchen, coffeepotcupcakedishwasherjuicekitchencabinetplatepudding
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_ON_kitchentable, INSIDE_bedroom_INSIDE_cabinet, CLOSED, OPEN, OFF, walktowards_kitchen50, livingroom, grab_pudding335, kitchen, coffeepotcupcakedishwasherjuicekitchencabinetplatepudding
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_fridge, in_agentHandsB, INSIDE_kitchen_ON_kitchentable, INSIDE_bedroom_INSIDE_cabinet, CLOSED, OPEN, OFF, null, kitchen, walktowards_bedroom185, kitchen, coffeepotcupcakedishwasherjuicekitchencabinetplatepudding
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_fridge, in_agentHandsB, INSIDE_kitchen_ON_kitchentable, INSIDE_bedroom_INSIDE_cabinet, CLOSED, OPEN, OFF, null, kitchen, walktowards_bedroom185, kitchen, cupcakedishwasherjuicekitchencabinetplatepudding
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_fridge, in_agentHandsB, INSIDE_kitchen_ON_kitchentable, INSIDE_bedroom_INSIDE_cabinet, CLOSED, OPEN, OFF, null, kitchen, walktowards_bedroom185, kitchen, juicekitchencabinetkitchentablepudding
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_fridge, in_agentHandsB, INSIDE_kitchen_ON_kitchentable, INSIDE_bedroom_INSIDE_cabinet, CLOSED, OPEN, OFF, null, kitchen, walktowards_bedroom185, kitchen, applekitchentableplatepoundcakepudding
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_fridge, in_agentHandsB, INSIDE_kitchen_ON_kitchentable, INSIDE_bedroom_INSIDE_cabinet, CLOSED, OPEN, OFF, null, kitchen, walktowards_bedroom185, kitchen, fridgekitchentableplatepoundcakepuddingwine
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_fridge, in_agentHandsB, INSIDE_kitchen_ON_kitchentable, INSIDE_bedroom_INSIDE_cabinet, CLOSED, OPEN, OFF, walktowards_juice333, kitchen, walktowards_bedroom185, kitchen, fridgepuddingwine
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_fridge, in_agentHandsB, INSIDE_kitchen_ON_kitchentable, INSIDE_bedroom_INSIDE_cabinet, CLOSED, OPEN, OFF, walktowards_juice333, kitchen, walktowards_coffeetable221, bedroom, fridgeplatepuddingwine
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_fridge, in_agentHandsB, INSIDE_kitchen_ON_kitchentable, INSIDE_bedroom_INSIDE_cabinet, CLOSED, OPEN, OFF, walktowards_juice333, kitchen, walktowards_coffeetable221, bedroom, platepudding
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_fridge, in_agentHandsB, INSIDE_kitchen_ON_kitchentable, INSIDE_bedroom_INSIDE_cabinet, CLOSED, OPEN, OFF, walktowards_juice333, kitchen, walktowards_coffeetable221, bedroom, pudding
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_fridge, in_agentHandsB, INSIDE_kitchen_ON_kitchentable, INSIDE_bedroom_INSIDE_cabinet, CLOSED, OPEN, OFF, grab_juice333, kitchen, walktowards_coffeetable221, bedroom, pudding
INSIDE_kitchen_INSIDE_dishwasher, in_agentHandsA, INSIDE_kitchen_INSIDE_fridge, in_agentHandsB, INSIDE_kitchen_ON_kitchentable, INSIDE_bedroom_INSIDE_cabinet, CLOSED, OPEN, OFF, walktowards_bedroom185, kitchen, putback_pudding_coffeetable, bedroom, coffeetablepudding
