plate0_location, waterglass0_location, wineglass0_location, fridge_state, dishwasher_state, tv_state, Act_A, LocA_A, Act_B, LocA_B, Close_B
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_INSIDE_fridge, CLOSED, CLOSED, OFF, walktowards_bedroom185, livingroom, walktowards_fridge149, kitchen, appleappleappleappleappleappleappleappleappleapplekitchentable
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_INSIDE_fridge, CLOSED, CLOSED, OFF, walktowards_bedroom185, livingroom, walktowards_fridge149, kitchen, appleappleappleappleappleappleappleappleappleappleapplekitchentable
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_INSIDE_fridge, CLOSED, CLOSED, OFF, walktowards_bedroom185, livingroom, open_fridge149, kitchen, fridgekitchentablewineglass
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_bedroom185, kitchen, grab_wineglass332, kitchen, fridgekitchentablewineglass
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_INSIDE_cabinet, in_agentHandsB, OPEN, CLOSED, OFF, null, kitchen, putback_wineglass_kitchentable, kitchen, fridgekitchentablewineglass
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_ON_kitchentable, OPEN, CLOSED, OFF, walktowards_bedroom185, kitchen, walktowards_bedroom185, kitchen, appleappleappleappleappleappleappleappleappleappleapplekitchentablewineglass
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_ON_kitchentable, OPEN, CLOSED, OFF, walktowards_bedroom185, kitchen, walktowards_bedroom185, kitchen, appleappleappleappleappleappleappleappleappleappleapplekitchentablewineglass
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_ON_kitchentable, OPEN, CLOSED, OFF, walktowards_bedroom185, kitchen, close_fridge149, kitchen, appleappleapplefridgekitchentable
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_bedroom185, kitchen, walktowards_bedroom185, kitchen, fridgekitchentable
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_bedroom185, kitchen, walktowards_bedroom185, kitchen, bookfridge
