plate0_location, waterglass0_location, wineglass0_location, fridge_state, dishwasher_state, tv_state, Act_A, LocA_A, Act_B, LocA_B, Close_B
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_INSIDE_fridge, CLOSED, CLOSED, OFF, walktowards_bedroom185, livingroom, walktowards_fridge149, kitchen, book
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_INSIDE_fridge, CLOSED, CLOSED, OFF, walktowards_bedroom185, livingroom, walktowards_fridge149, kitchen, appleappleappleappleappleappleappleapplebookbookkitchentable
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_INSIDE_fridge, CLOSED, CLOSED, OFF, walktowards_bedroom185, livingroom, walktowards_fridge149, kitchen, appleappleappleappleappleappleappleappleappleappleapplebookbookkitchentable
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_INSIDE_fridge, CLOSED, CLOSED, OFF, walktowards_bedroom185, livingroom, walktowards_fridge149, kitchen, appleappleappleappleappleappleappleappleappleappleapplebookkitchentable
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_INSIDE_fridge, CLOSED, CLOSED, OFF, walktowards_fridge149, kitchen, walktowards_fridge149, kitchen, appleappleappleappleappleappleappleappleappleappleapplekitchentable
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_INSIDE_fridge, CLOSED, CLOSED, OFF, walktowards_fridge149, kitchen, walktowards_bedroom185, kitchen, appleappleappleappleappleappleappleappleappleappleapplefridgekitchentablewineglass
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_INSIDE_fridge, CLOSED, CLOSED, OFF, walktowards_fridge149, kitchen, walktowards_bedroom185, kitchen, bookfridgewineglass
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_INSIDE_fridge, CLOSED, CLOSED, OFF, walktowards_fridge149, kitchen, walktowards_cabinet222, bedroom, bookbookfridgewineglass
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_INSIDE_fridge, CLOSED, CLOSED, OFF, walktowards_fridge149, kitchen, walktowards_cabinet222, bedroom, bookbook
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_INSIDE_fridge, CLOSED, CLOSED, OFF, walktowards_fridge149, kitchen, open_cabinet222, bedroom, bookbookcabinetplatewaterglass
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_INSIDE_fridge, CLOSED, CLOSED, OFF, walktowards_fridge149, kitchen, grab_waterglass334, bedroom, bookbookcabinetplatewaterglass
INSIDE_bedroom_INSIDE_cabinet, in_agentHandsB, INSIDE_kitchen_INSIDE_fridge, CLOSED, CLOSED, OFF, walktowards_fridge149, kitchen, close_cabinet222, bedroom, bookbookcabinetplatewaterglass
INSIDE_bedroom_INSIDE_cabinet, in_agentHandsB, INSIDE_kitchen_INSIDE_fridge, CLOSED, CLOSED, OFF, open_fridge149, kitchen, walktowards_kitchen50, bedroom, bookbookcabinetplatewaterglass
INSIDE_bedroom_INSIDE_cabinet, in_agentHandsB, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, grab_wineglass332, kitchen, walktowards_kitchen50, bedroom, bookbookwaterglass
INSIDE_bedroom_INSIDE_cabinet, in_agentHandsB, in_agentHandsA, OPEN, CLOSED, OFF, putback_wineglass_kitchentable, kitchen, walktowards_kitchen50, bedroom, bookbookfridgewaterglass
INSIDE_bedroom_INSIDE_cabinet, in_agentHandsB, INSIDE_kitchen_ON_kitchentable, OPEN, CLOSED, OFF, walktowards_bedroom185, kitchen, walktowards_kitchentable123, kitchen, bookbookfridgewaterglass
INSIDE_bedroom_INSIDE_cabinet, in_agentHandsB, INSIDE_kitchen_ON_kitchentable, OPEN, CLOSED, OFF, close_fridge149, kitchen, walktowards_kitchentable123, kitchen, fridgewaterglass
INSIDE_bedroom_INSIDE_cabinet, in_agentHandsB, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_bedroom185, kitchen, putback_waterglass_kitchentable, kitchen, appleappleappleappleappleappleappleappleappleappleapplefridgekitchentablewaterglasswineglass
INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_bedroom185, kitchen, walktowards_bedroom185, kitchen, appleappleappleappleappleappleappleappleappleappleapplekitchentablewaterglasswineglass
INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_cabinet222, bedroom, walktowards_bedroom185, kitchen, fridgekitchentablewaterglasswineglass
INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_cabinet222, bedroom, walktowards_bedroom185, kitchen, bookfridge
INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_cabinet222, bedroom, walktowards_cabinet222, bedroom, bookbookfridge
INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, open_cabinet222, bedroom, walktowards_cabinet222, bedroom, bookbook
INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, grab_plate333, bedroom, walktowards_plate333, bedroom, bookbook
in_agentHandsA, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, close_cabinet222, bedroom, null, bedroom, bookbook
in_agentHandsA, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_kitchen50, bedroom, null, bedroom, bookbook
in_agentHandsA, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_kitchen50, bedroom, null, bedroom, bookbook
in_agentHandsA, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_kitchen50, bedroom, null, bedroom, bookbook
in_agentHandsA, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_kitchentable123, kitchen, null, bedroom, bookbook
in_agentHandsA, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_kitchentable123, kitchen, null, bedroom, bookbook
in_agentHandsA, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, putback_plate_kitchentable, kitchen, null, bedroom, bookbook
INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, null, kitchen, null, bedroom, bookbook
