wineglass0_location, cutleryfork0_location, fridge_state, dishwasher_state, tv_state, Act_A, LocA_A, Act_B, LocA_B, Close_B
INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_kitchen50, livingroom, walktowards_kitchen50, bedroom, cabinet
INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_kitchen50, livingroom, walktowards_kitchen50, bedroom, cabinet
INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_cutleryfork334, kitchen, walktowards_kitchen50, bedroom, bookbook
INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_wineglass333, kitchen, walktowards_kitchen50, bedroom, bookbook
INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_wineglass333, kitchen, walktowards_kitchen50, bedroom, bookbookfridge
INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, grab_wineglass333, kitchen, walktowards_cutleryfork334, kitchen, bookfridge
in_agentHandsA, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_dishwasher152, kitchen, walktowards_cutleryfork334, kitchen, bookfridgekitchentablepoundcake
in_agentHandsA, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_dishwasher152, kitchen, null, kitchen, appleappleappleappleappleappleappleappleappleappleapplecutleryforkkitchentablepoundcake
in_agentHandsA, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_dishwasher152, kitchen, null, kitchen, appleappleappleappleappleappleappleappleappleappleapplecutleryforkkitchentablepoundcake
in_agentHandsA, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_dishwasher152, kitchen, null, kitchen, appleappleappleappleappleappleappleappleappleappleapplecutleryforkkitchentablepoundcake
in_agentHandsA, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_dishwasher152, kitchen, null, kitchen, appleappleappleappleappleappleappleappleappleappleapplecutleryforkkitchentablepoundcake
in_agentHandsA, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, open_dishwasher152, kitchen, grab_cutleryfork334, kitchen, appleappleappleappleappleappleappleappleappleappleapplecutleryforkkitchentablepoundcake
in_agentHandsA, in_agentHandsB, CLOSED, OPEN, OFF, putin_wineglass_dishwasher, kitchen, walktowards_dishwasher152, kitchen, appleappleappleappleappleappleappleappleappleappleapplebookcutleryforkkitchentablepoundcake
INSIDE_kitchen_INSIDE_dishwasher, in_agentHandsB, CLOSED, OPEN, OFF, null, kitchen, walktowards_dishwasher152, kitchen, appleappleappleappleappleappleappleappleappleappleapplecutleryforkkitchentablepoundcake
INSIDE_kitchen_INSIDE_dishwasher, in_agentHandsB, CLOSED, OPEN, OFF, null, kitchen, walktowards_dishwasher152, kitchen, appleappleappleappleappleappleappleappleappleappleapplecutleryforkkitchentable
INSIDE_kitchen_INSIDE_dishwasher, in_agentHandsB, CLOSED, OPEN, OFF, null, kitchen, walktowards_dishwasher152, kitchen, applecutleryforkkitchentable
INSIDE_kitchen_INSIDE_dishwasher, in_agentHandsB, CLOSED, OPEN, OFF, null, kitchen, putin_cutleryfork_dishwasher, kitchen, coffeepotcutleryforkdishwasherwineglass
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, OPEN, OFF, null, kitchen, null, kitchen, coffeepotcutleryforkdishwasherwineglass
