plate0_location, waterglass0_location, wineglass0_location, fridge_state, dishwasher_state, tv_state, Act_A, LocA_A, Act_B, LocA_B, Close_B
INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, CLOSED, CLOSED, OFF, walktowards_kitchen50, livingroom, walktowards_kitchen50, bathroom, None
INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, CLOSED, CLOSED, OFF, walktowards_kitchen50, livingroom, walktowards_kitchen50, bathroom, None
INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, CLOSED, CLOSED, OFF, walktowards_fridge149, kitchen, walktowards_kitchen50, bathroom, None
INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, CLOSED, CLOSED, OFF, walktowards_fridge149, kitchen, walktowards_kitchen50, bathroom, None
INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, CLOSED, CLOSED, OFF, walktowards_fridge149, kitchen, walktowards_kitchen50, bathroom, None
INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, CLOSED, CLOSED, OFF, walktowards_fridge149, kitchen, walktowards_fridge149, kitchen, None
INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, CLOSED, CLOSED, OFF, walktowards_fridge149, kitchen, walktowards_fridge149, kitchen, None
INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, CLOSED, CLOSED, OFF, walktowards_fridge149, kitchen, walktowards_fridge149, kitchen, kitchentablepoundcake
INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, CLOSED, CLOSED, OFF, walktowards_fridge149, kitchen, open_fridge149, kitchen, appleappleapplefridgekitchentableplatepoundcakewaterglasswineglass
INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, CLOSED, CLOSED, OFF, open_fridge149, kitchen, open_fridge149, kitchen, appleappleapplefridgekitchentableplatepoundcakewaterglasswineglass
INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, grab_wineglass334, kitchen, grab_waterglass333, kitchen, appleappleapplefridgekitchentableplatepoundcakewaterglasswineglass
INSIDE_kitchen_ON_kitchentable, in_agentHandsB, in_agentHandsA, OPEN, CLOSED, OFF, close_fridge149, kitchen, close_fridge149, kitchen, fridgewaterglasswineglass
