waterglass0_location, wineglass0_location, fridge_state, dishwasher_state, tv_state, Act_A, LocA_A, Act_B, LocA_B, Close_B
INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_fridge, CLOSED, CLOSED, OFF, walktowards_kitchen50, livingroom, walktowards_kitchencabinet133, kitchen, None
INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_fridge, CLOSED, CLOSED, OFF, walktowards_fridge149, kitchen, walktowards_kitchencabinet133, kitchen, coffeepot
INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_fridge, CLOSED, CLOSED, OFF, walktowards_fridge149, kitchen, walktowards_fridge149, kitchen, coffeepotcutleryforkdishwasherkitchencabinetwaterglass
INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_fridge, CLOSED, CLOSED, OFF, walktowards_kitchencabinet133, kitchen, walktowards_fridge149, kitchen, applecutleryforkdishwasherkitchencabinetwaterglass
INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_fridge, CLOSED, CLOSED, OFF, walktowards_kitchencabinet133, kitchen, walktowards_fridge149, kitchen, appleappleappleappleappleappleappleappleappleappleapplekitchentable
INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_fridge, CLOSED, CLOSED, OFF, walktowards_kitchencabinet133, kitchen, walktowards_fridge149, kitchen, appleappleappleappleappleappleappleappleappleappleapplekitchentable
INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_fridge, CLOSED, CLOSED, OFF, open_kitchencabinet133, kitchen, open_fridge149, kitchen, fridgekitchentablewineglass
INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, grab_waterglass332, kitchen, close_fridge149, kitchen, fridgekitchentablewineglass
in_agentHandsA, INSIDE_kitchen_INSIDE_fridge, CLOSED, CLOSED, OFF, close_kitchencabinet133, kitchen, null, kitchen, fridgekitchentablewineglass
in_agentHandsA, INSIDE_kitchen_INSIDE_fridge, CLOSED, CLOSED, OFF, walktowards_kitchentable123, kitchen, null, kitchen, fridgekitchentablewineglass
in_agentHandsA, INSIDE_kitchen_INSIDE_fridge, CLOSED, CLOSED, OFF, walktowards_kitchentable123, kitchen, open_fridge149, kitchen, fridgekitchentablewineglass
in_agentHandsA, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, putback_waterglass_kitchentable, kitchen, grab_wineglass333, kitchen, fridgekitchentablewineglass
INSIDE_kitchen_ON_kitchentable, in_agentHandsB, OPEN, CLOSED, OFF, null, kitchen, putback_wineglass_kitchentable, kitchen, fridgekitchentablewineglass
INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, OPEN, CLOSED, OFF, null, kitchen, null, kitchen, appleappleappleappleappleappleappleappleappleappleapplebookkitchentablewaterglasswineglass
