juice0_location, poundcake0_location, pudding0_location, apple0_location, fridge_state, dishwasher_state, tv_state, Act_A, LocA_A, Act_B, LocA_B, Close_B
INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, open_kitchencabinet133, kitchen, walktowards_kitchen50, livingroom, None
INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, grab_pudding336, kitchen, walktowards_kitchen50, livingroom, None
INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_dishwasher, in_agentHandsA, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_fridge149, kitchen, walktowards_kitchen50, livingroom, None
INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_dishwasher, in_agentHandsA, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_fridge149, kitchen, walktowards_kitchen50, livingroom, None
INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_dishwasher, in_agentHandsA, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_fridge149, kitchen, walktowards_kitchen50, livingroom, None
INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_dishwasher, in_agentHandsA, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_fridge149, kitchen, walktowards_kitchen50, livingroom, None
INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_dishwasher, in_agentHandsA, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, open_fridge149, kitchen, walktowards_apple337, kitchen, None
INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_dishwasher, in_agentHandsA, INSIDE_kitchen_ON_kitchentable, OPEN, CLOSED, OFF, putin_pudding_fridge, kitchen, walktowards_apple337, kitchen, None
INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_ON_kitchentable, OPEN, CLOSED, OFF, walktowards_apple337, kitchen, grab_apple337, kitchen, applekitchentablewine
INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_ON_kitchentable, OPEN, CLOSED, OFF, grab_apple337, kitchen, grab_apple337, kitchen, applekitchentablewine
INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_fridge, in_agentHandsA, OPEN, CLOSED, OFF, walktowards_fridge149, kitchen, walktowards_juice333, kitchen, kitchentablewine
INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_fridge, in_agentHandsA, OPEN, CLOSED, OFF, walktowards_fridge149, kitchen, walktowards_juice333, kitchen, kitchentableplatewine
INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_fridge, in_agentHandsA, OPEN, CLOSED, OFF, walktowards_fridge149, kitchen, walktowards_juice333, kitchen, kitchentablewine
INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_fridge, in_agentHandsA, OPEN, CLOSED, OFF, putin_apple_fridge, kitchen, grab_juice333, kitchen, juicekitchencabinetkitchentable
in_agentHandsB, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_dishwasher152, kitchen, walktowards_fridge149, kitchen, coffeepotcupcakedishwasherjuicekitchencabinetplatepoundcake
in_agentHandsB, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_dishwasher152, kitchen, walktowards_fridge149, kitchen, cupcakedishwasherjuicekitchencabinetplatepoundcake
in_agentHandsB, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_dishwasher152, kitchen, walktowards_fridge149, kitchen, juicekitchencabinet
in_agentHandsB, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_dishwasher152, kitchen, walktowards_fridge149, kitchen, juicekitchentableplatewine
in_agentHandsB, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, null, kitchen, putin_juice_fridge, kitchen, applefridgejuicekitchentableplatepudding
INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, open_dishwasher152, kitchen, walktowards_dishwasher152, kitchen, applefridgejuicekitchentableplatepudding
INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, open_dishwasher152, kitchen, walktowards_dishwasher152, kitchen, kitchentableplatewine
INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, OPEN, OFF, grab_poundcake334, kitchen, walktowards_poundcake334, kitchen, kitchentableplatewine
INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, OPEN, OFF, grab_poundcake334, kitchen, walktowards_poundcake334, kitchen, kitchencabinetkitchentableplatewine
INSIDE_kitchen_INSIDE_fridge, in_agentHandsA, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, OPEN, OFF, close_dishwasher152, kitchen, null, kitchen, kitchencabinetkitchentableplatewine
INSIDE_kitchen_INSIDE_fridge, in_agentHandsA, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_fridge149, kitchen, null, kitchen, kitchencabinetkitchentableplatewine
INSIDE_kitchen_INSIDE_fridge, in_agentHandsA, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_fridge149, kitchen, null, kitchen, kitchencabinetkitchentableplatewine
INSIDE_kitchen_INSIDE_fridge, in_agentHandsA, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_fridge149, kitchen, null, kitchen, kitchencabinetkitchentableplatewine
INSIDE_kitchen_INSIDE_fridge, in_agentHandsA, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_fridge149, kitchen, null, kitchen, kitchencabinetkitchentableplatewine
INSIDE_kitchen_INSIDE_fridge, in_agentHandsA, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_fridge149, kitchen, null, kitchen, kitchencabinetkitchentableplatewine
INSIDE_kitchen_INSIDE_fridge, in_agentHandsA, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, putin_poundcake_fridge, kitchen, null, kitchen, kitchencabinetkitchentableplatewine
INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, null, kitchen, null, kitchen, kitchencabinetkitchentableplatewine
