waterglass0_location, wineglass0_location, fridge_state, dishwasher_state, tv_state, Act_A, LocA_A, Act_B, LocA_B, Close_B
INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_fridge, CLOSED, CLOSED, OFF, walktowards_kitchen50, livingroom, walktowards_kitchencabinet133, kitchen, None
INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_fridge, CLOSED, CLOSED, OFF, walktowards_kitchen50, livingroom, walktowards_kitchencabinet133, kitchen, kitchentable
INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_fridge, CLOSED, CLOSED, OFF, walktowards_kitchen50, livingroom, open_fridge149, kitchen, fridgekitchentablewineglass
INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_kitchencabinet133, kitchen, grab_wineglass333, kitchen, fridgekitchentablewineglass
INSIDE_kitchen_INSIDE_kitchencabinet, in_agentHandsB, OPEN, CLOSED, OFF, walktowards_kitchencabinet133, kitchen, putback_wineglass_kitchentable, kitchen, fridgekitchentablewineglass
INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_ON_kitchentable, OPEN, CLOSED, OFF, walktowards_kitchencabinet133, kitchen, walktowards_kitchencabinet133, kitchen, kitchentablewineglass
INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_ON_kitchentable, OPEN, CLOSED, OFF, walktowards_kitchencabinet133, kitchen, walktowards_kitchencabinet133, kitchen, kitchentablewineglass
INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_ON_kitchentable, OPEN, CLOSED, OFF, walktowards_kitchencabinet133, kitchen, open_kitchencabinet133, kitchen, kitchencabinetwaterglasswineglass
INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_ON_kitchentable, OPEN, CLOSED, OFF, open_kitchencabinet133, kitchen, open_kitchencabinet133, kitchen, kitchencabinetwaterglasswineglass
INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_ON_kitchentable, OPEN, CLOSED, OFF, grab_waterglass332, kitchen, grab_waterglass332, kitchen, kitchencabinetwaterglasswineglass
in_agentHandsB, INSIDE_kitchen_ON_kitchentable, OPEN, CLOSED, OFF, null, kitchen, close_kitchencabinet133, kitchen, cutleryforkkitchencabinetwaterglass
in_agentHandsB, INSIDE_kitchen_ON_kitchentable, OPEN, CLOSED, OFF, null, kitchen, walktowards_kitchentable123, kitchen, cutleryforkkitchencabinetwaterglass
in_agentHandsB, INSIDE_kitchen_ON_kitchentable, OPEN, CLOSED, OFF, null, kitchen, walktowards_kitchentable123, kitchen, cutleryforkkitchencabinetwaterglasswineglass
in_agentHandsB, INSIDE_kitchen_ON_kitchentable, OPEN, CLOSED, OFF, null, kitchen, putback_waterglass_kitchentable, kitchen, kitchentablewaterglasswineglass
INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, OPEN, CLOSED, OFF, null, kitchen, null, kitchen, kitchentablewaterglasswineglass
