plate0_location, waterglass0_location, wineglass0_location, fridge_state, dishwasher_state, tv_state, Act_A, LocA_A, Act_B, LocA_B, Close_B
INSIDE_bedroom_ON_coffeetable, INSIDE_bedroom_ON_coffeetable, INSIDE_bedroom_INSIDE_cabinet, CLOSED, CLOSED, OFF, walktowards_waterglass333, bedroom, walktowards_bedroom185, kitchen, kitchencabinet
INSIDE_bedroom_ON_coffeetable, INSIDE_bedroom_ON_coffeetable, INSIDE_bedroom_INSIDE_cabinet, CLOSED, CLOSED, OFF, walktowards_waterglass333, bedroom, walktowards_bedroom185, kitchen, appleappleappleappleappleappleappleapple
INSIDE_bedroom_ON_coffeetable, INSIDE_bedroom_ON_coffeetable, INSIDE_bedroom_INSIDE_cabinet, CLOSED, CLOSED, OFF, walktowards_waterglass333, bedroom, walktowards_bedroom185, kitchen, appleappleappleappleapplefridgekitchentablepoundcake
INSIDE_bedroom_ON_coffeetable, INSIDE_bedroom_ON_coffeetable, INSIDE_bedroom_INSIDE_cabinet, CLOSED, CLOSED, OFF, grab_waterglass333, bedroom, walktowards_bedroom185, kitchen, fridge
INSIDE_bedroom_ON_coffeetable, in_agentHandsA, INSIDE_bedroom_INSIDE_cabinet, CLOSED, CLOSED, OFF, walktowards_kitchen50, bedroom, walktowards_bedroom185, kitchen, bookbookfridge
INSIDE_bedroom_ON_coffeetable, in_agentHandsA, INSIDE_bedroom_INSIDE_cabinet, CLOSED, CLOSED, OFF, walktowards_kitchen50, bedroom, walktowards_cabinet222, bedroom, bookbookfridge
INSIDE_bedroom_ON_coffeetable, in_agentHandsA, INSIDE_bedroom_INSIDE_cabinet, CLOSED, CLOSED, OFF, walktowards_kitchen50, bedroom, walktowards_cabinet222, bedroom, bookbook
INSIDE_bedroom_ON_coffeetable, in_agentHandsA, INSIDE_bedroom_INSIDE_cabinet, CLOSED, CLOSED, OFF, walktowards_kitchen50, bedroom, open_cabinet222, bedroom, bookbookcabinetwineglass
INSIDE_bedroom_ON_coffeetable, in_agentHandsA, INSIDE_bedroom_INSIDE_cabinet, CLOSED, CLOSED, OFF, walktowards_kitchen50, bedroom, grab_wineglass334, bedroom, bookbookcabinetwineglass
INSIDE_bedroom_ON_coffeetable, in_agentHandsA, in_agentHandsB, CLOSED, CLOSED, OFF, walktowards_kitchen50, bedroom, close_cabinet222, bedroom, bookbookcabinetwineglass
INSIDE_bedroom_ON_coffeetable, in_agentHandsA, in_agentHandsB, CLOSED, CLOSED, OFF, walktowards_dishwasher152, kitchen, walktowards_kitchen50, bedroom, bookbookcabinetwineglass
INSIDE_bedroom_ON_coffeetable, in_agentHandsA, in_agentHandsB, CLOSED, CLOSED, OFF, walktowards_dishwasher152, kitchen, walktowards_kitchen50, bedroom, bookbookwineglass
INSIDE_bedroom_ON_coffeetable, in_agentHandsA, in_agentHandsB, CLOSED, CLOSED, OFF, walktowards_dishwasher152, kitchen, walktowards_kitchen50, bedroom, bookbookfridgewineglass
INSIDE_bedroom_ON_coffeetable, in_agentHandsA, in_agentHandsB, CLOSED, CLOSED, OFF, walktowards_dishwasher152, kitchen, walktowards_dishwasher152, kitchen, bookbookfridgewineglass
