cupcake0_location, wine0_location, pudding0_location, apple0_location, fridge_state, dishwasher_state, tv_state, Act_A, LocA_A, Act_B, LocA_B, Close_B
INSIDE_kitchen_ON_kitchentable, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, CLOSED, OFF, walktowards_kitchen50, bedroom, walktowards_bedroom185, bathroom, waterglass
INSIDE_kitchen_ON_kitchentable, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, CLOSED, OFF, walktowards_kitchen50, bedroom, walktowards_bedroom185, bathroom, waterglass
INSIDE_kitchen_ON_kitchentable, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, CLOSED, OFF, walktowards_kitchen50, bedroom, walktowards_kitchen50, bathroom, None
INSIDE_kitchen_ON_kitchentable, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, CLOSED, OFF, walktowards_kitchen50, bedroom, walktowards_kitchen50, bathroom, None
INSIDE_kitchen_ON_kitchentable, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, CLOSED, OFF, walktowards_pudding334, kitchen, walktowards_kitchen50, bathroom, None
INSIDE_kitchen_ON_kitchentable, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, CLOSED, OFF, walktowards_bedroom185, kitchen, walktowards_bedroom185, bathroom, plate
INSIDE_kitchen_ON_kitchentable, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, CLOSED, OFF, walktowards_bedroom185, kitchen, walktowards_pudding334, kitchen, bookplateplate
INSIDE_kitchen_ON_kitchentable, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, CLOSED, OFF, walktowards_wine336, bedroom, walktowards_pudding334, kitchen, bookplateplate
INSIDE_kitchen_ON_kitchentable, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, CLOSED, OFF, walktowards_wine336, bedroom, grab_pudding334, kitchen, bookbookcupcakekitchentableplatepudding
INSIDE_kitchen_ON_kitchentable, INSIDE_bedroom_ON_coffeetable, in_agentHandsB, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, CLOSED, OFF, walktowards_wine336, bedroom, walktowards_fridge149, kitchen, bookcupcakekitchentableplatepudding
INSIDE_kitchen_ON_kitchentable, INSIDE_bedroom_ON_coffeetable, in_agentHandsB, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, CLOSED, OFF, grab_wine336, bedroom, walktowards_fridge149, kitchen, bookcupcakekitchentableplatepudding
INSIDE_kitchen_ON_kitchentable, in_agentHandsA, in_agentHandsB, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, CLOSED, OFF, walktowards_kitchen50, bedroom, walktowards_fridge149, kitchen, cupcakekitchentableplatepudding
INSIDE_kitchen_ON_kitchentable, in_agentHandsA, in_agentHandsB, INSIDE_kitchen_INSIDE_dishwasher, CLOSED, CLOSED, OFF, walktowards_kitchen50, bedroom, open_fridge149, kitchen, cupcakefridgekitchentableplatepudding
INSIDE_kitchen_ON_kitchentable, in_agentHandsA, in_agentHandsB, INSIDE_kitchen_INSIDE_dishwasher, OPEN, CLOSED, OFF, walktowards_kitchen50, bedroom, putin_pudding_fridge, kitchen, fridgekitchentablepudding
INSIDE_kitchen_ON_kitchentable, in_agentHandsA, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_dishwasher, OPEN, CLOSED, OFF, walktowards_kitchen50, bedroom, null, kitchen, fridgekitchentablepudding
INSIDE_kitchen_ON_kitchentable, in_agentHandsA, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_dishwasher, OPEN, CLOSED, OFF, walktowards_kitchen50, bedroom, null, kitchen, fridgekitchentablepudding
INSIDE_kitchen_ON_kitchentable, in_agentHandsA, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_dishwasher, OPEN, CLOSED, OFF, walktowards_kitchen50, bedroom, walktowards_dishwasher152, kitchen, fridgekitchentablepudding
INSIDE_kitchen_ON_kitchentable, in_agentHandsA, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_INSIDE_dishwasher, OPEN, CLOSED, OFF, putin_wine_fridge, kitchen, walktowards_dishwasher152, kitchen, cupcakekitchentableplate
