juice0_location, wine0_location, book0_location, fridge_state, dishwasher_state, tv_state, Act_A, LocA_A, Act_B, LocA_B, Close_B
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_kitchen50, bathroom, walktowards_kitchen50, livingroom, None
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_kitchen50, bathroom, walktowards_kitchen50, livingroom, None
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_kitchen50, bathroom, walktowards_kitchen50, livingroom, None
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_kitchen50, bathroom, null, kitchen, None
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_fridge149, kitchen, walktowards_fridge149, kitchen, None
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_fridge149, kitchen, walktowards_fridge149, kitchen, None
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_fridge149, kitchen, walktowards_fridge149, kitchen, bookkitchentable
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, open_fridge149, kitchen, walktowards_fridge149, kitchen, bookkitchentable
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_ON_kitchentable, OPEN, CLOSED, OFF, grab_wine334, kitchen, walktowards_wine334, kitchen, bookkitchentable
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_fridge, INSIDE_kitchen_ON_kitchentable, OPEN, CLOSED, OFF, grab_wine334, kitchen, walktowards_wine334, kitchen, bookkitchentableplatepoundcake
INSIDE_kitchen_INSIDE_dishwasher, in_agentHandsA, INSIDE_kitchen_ON_kitchentable, OPEN, CLOSED, OFF, close_fridge149, kitchen, null, kitchen, bookkitchentableplatepoundcake
INSIDE_kitchen_INSIDE_dishwasher, in_agentHandsA, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_bedroom185, kitchen, null, kitchen, bookkitchentableplatepoundcake
INSIDE_kitchen_INSIDE_dishwasher, in_agentHandsA, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_bedroom185, kitchen, null, kitchen, bookkitchentableplatepoundcake
INSIDE_kitchen_INSIDE_dishwasher, in_agentHandsA, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_coffeetable221, bedroom, null, kitchen, bookkitchentableplatepoundcake
INSIDE_kitchen_INSIDE_dishwasher, in_agentHandsA, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_coffeetable221, bedroom, null, kitchen, bookkitchentableplatepoundcake
INSIDE_kitchen_INSIDE_dishwasher, in_agentHandsA, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_coffeetable221, bedroom, null, kitchen, bookkitchentableplatepoundcake
INSIDE_kitchen_INSIDE_dishwasher, in_agentHandsA, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_coffeetable221, bedroom, null, kitchen, bookkitchentableplatepoundcake
INSIDE_kitchen_INSIDE_dishwasher, in_agentHandsA, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, putback_wine_coffeetable, bedroom, null, kitchen, bookkitchentableplatepoundcake
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_livingroom262, bedroom, null, kitchen, bookkitchentableplatepoundcake
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_kitchen50, bedroom, null, kitchen, bookkitchentableplatepoundcake
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_kitchen50, bedroom, null, kitchen, bookkitchentableplatepoundcake
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_kitchen50, bedroom, null, kitchen, bookkitchentableplatepoundcake
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_kitchen50, bedroom, null, kitchen, bookkitchentableplatepoundcake
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_dishwasher152, kitchen, null, kitchen, bookkitchentableplatepoundcake
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_dishwasher152, kitchen, null, kitchen, bookkitchentableplatepoundcake
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_dishwasher152, kitchen, null, kitchen, bookkitchentableplatepoundcake
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_dishwasher152, kitchen, null, kitchen, bookkitchentableplatepoundcake
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_dishwasher152, kitchen, null, kitchen, bookkitchentableplatepoundcake
INSIDE_kitchen_INSIDE_dishwasher, INSIDE_bedroom_ON_coffeetable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, open_dishwasher152, kitchen, null, kitchen, bookkitchentableplatepoundcake
