juice0_location, poundcake0_location, pudding0_location, apple0_location, fridge_state, dishwasher_state, tv_state, Act_A, LocA_A, Act_B, LocA_B, Close_B
INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_kitchencabinet133, kitchen, walktowards_kitchen50, livingroom, None
INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_kitchencabinet133, kitchen, walktowards_kitchen50, livingroom, None
INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_kitchencabinet133, kitchen, walktowards_kitchen50, livingroom, None
INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_kitchencabinet133, kitchen, walktowards_kitchen50, livingroom, None
INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_kitchencabinet133, kitchen, walktowards_kitchencabinet133, kitchen, None
INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_dishwasher152, kitchen, walktowards_dishwasher152, kitchen, None
INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, open_dishwasher152, kitchen, walktowards_kitchencabinet133, kitchen, None
INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_INSIDE_dishwasher, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_ON_kitchentable, CLOSED, OPEN, OFF, grab_poundcake334, kitchen, walktowards_kitchencabinet133, kitchen, None
INSIDE_kitchen_INSIDE_kitchencabinet, in_agentHandsA, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_ON_kitchentable, CLOSED, OPEN, OFF, close_dishwasher152, kitchen, walktowards_kitchencabinet133, kitchen, poundcake
INSIDE_kitchen_INSIDE_kitchencabinet, in_agentHandsA, INSIDE_kitchen_INSIDE_kitchencabinet, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_fridge149, kitchen, open_kitchencabinet133, kitchen, coffeepotcupcakedishwasherjuicekitchencabinetplatepoundcakepudding
