plate0_location, waterglass0_location, wineglass0_location, fridge_state, dishwasher_state, tv_state, Act_A, LocA_A, Act_B, LocA_B, Close_B
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_INSIDE_fridge, CLOSED, CLOSED, OFF, walktowards_bedroom185, livingroom, open_fridge149, kitchen, appleappleappleappleappleappleappleappleappleappleapplefridgekitchentablewineglass
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_INSIDE_fridge, OPEN, CLOSED, OFF, walktowards_bedroom185, livingroom, grab_wineglass332, kitchen, fridgekitchentablewineglass
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_INSIDE_cabinet, in_agentHandsB, OPEN, CLOSED, OFF, walktowards_bedroom185, livingroom, putback_wineglass_kitchentable, kitchen, fridgekitchentablewineglass
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_ON_kitchentable, OPEN, CLOSED, OFF, walktowards_bedroom185, livingroom, walktowards_bedroom185, kitchen, appleappleappleappleappleappleappleappleappleappleapplekitchentablewineglass
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_ON_kitchentable, OPEN, CLOSED, OFF, walktowards_bedroom185, livingroom, walktowards_bedroom185, kitchen, appleappleappleappleappleappleappleappleappleappleapplebookkitchentablewineglass
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_ON_kitchentable, OPEN, CLOSED, OFF, walktowards_bedroom185, kitchen, walktowards_bedroom185, kitchen, appleappleappleappleappleappleappleapplekitchentable
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_ON_kitchentable, OPEN, CLOSED, OFF, walktowards_bedroom185, kitchen, close_fridge149, kitchen, bookbookfridge
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_bedroom185, kitchen, walktowards_bedroom185, kitchen, fridgekitchentable
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_bedroom185, kitchen, walktowards_bedroom185, kitchen, bookfridge
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_bedroom185, kitchen, walktowards_cabinet222, bedroom, bookbookfridge
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_bedroom185, kitchen, walktowards_cabinet222, bedroom, bookbook
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_bedroom185, kitchen, open_cabinet222, bedroom, bookbookcabinetplatewaterglass
INSIDE_bedroom_INSIDE_cabinet, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_bedroom185, kitchen, grab_plate333, bedroom, bookbookcabinetplatewaterglass
in_agentHandsB, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, null, bedroom, close_cabinet222, bedroom, bookbookcabinetplatewaterglass
in_agentHandsB, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, null, bedroom, walktowards_kitchen50, bedroom, bookbookcabinetplatewaterglass
in_agentHandsB, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, null, bedroom, walktowards_kitchen50, bedroom, bookbookplate
in_agentHandsB, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_cabinet222, bedroom, walktowards_kitchen50, bedroom, bookbookfridgeplate
in_agentHandsB, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_cabinet222, bedroom, walktowards_kitchentable123, kitchen, bookbookfridgeplate
in_agentHandsB, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, open_cabinet222, bedroom, walktowards_kitchentable123, kitchen, bookbookfridgeplate
in_agentHandsB, INSIDE_bedroom_INSIDE_cabinet, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, grab_waterglass334, bedroom, putback_plate_kitchentable, kitchen, appleappleappleappleappleappleappleappleappleapplekitchentableplate
INSIDE_kitchen_ON_kitchentable, in_agentHandsA, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, close_cabinet222, bedroom, null, kitchen, appleappleappleappleappleappleappleappleappleappleapplekitchentableplatewineglass
INSIDE_kitchen_ON_kitchentable, in_agentHandsA, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_kitchen50, bedroom, null, kitchen, appleappleappleappleappleappleappleappleappleappleapplekitchentableplatewineglass
INSIDE_kitchen_ON_kitchentable, in_agentHandsA, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_kitchen50, bedroom, null, kitchen, appleappleappleappleappleappleappleappleappleappleapplekitchentableplatewineglass
INSIDE_kitchen_ON_kitchentable, in_agentHandsA, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_kitchen50, bedroom, null, kitchen, appleappleappleappleappleappleappleappleappleappleapplekitchentableplatewineglass
INSIDE_kitchen_ON_kitchentable, in_agentHandsA, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_kitchentable123, kitchen, null, kitchen, appleappleappleappleappleappleappleappleappleappleapplekitchentableplatewineglass
INSIDE_kitchen_ON_kitchentable, in_agentHandsA, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, walktowards_kitchentable123, kitchen, null, kitchen, appleappleappleappleappleappleappleappleappleappleapplekitchentableplatewineglass
INSIDE_kitchen_ON_kitchentable, in_agentHandsA, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, putback_waterglass_kitchentable, kitchen, null, kitchen, appleappleappleappleappleappleappleappleappleappleapplekitchentableplatewineglass
INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, INSIDE_kitchen_ON_kitchentable, CLOSED, CLOSED, OFF, null, kitchen, null, kitchen, appleappleappleappleappleappleappleappleappleappleapplekitchentableplatewineglass
